county,lat,lng,state
Windham County,41.8208345,-72.0051201,Connecticut
Hill County,48.6655784,-110.2107103,Montana
Pinellas County,27.8778904,-82.7329309,Florida
Santa Fe County,35.4859674,-106.0135507,New Mexico
Calhoun County,33.7514505,-85.8315666,Alabama
Jefferson Parish,29.8502657,-90.1293894,Louisiana
Powder River County,45.3655661,-105.5982213,Montana
Presque Isle County,45.3375258,-83.9567881,Michigan
Racine County,42.729386,-88.0429806372198,Wisconsin
McCurtain County,34.1450295,-94.7802324,Oklahoma
Guadalupe County,34.8980615,-104.8282135,New Mexico
Alpena County,45.0176181,-83.6670019,Michigan
Fleming County,38.3663888,-83.6790737,Kentucky
Washington County,44.2690924,-72.6146505,Vermont
Christian County,39.5212598,-89.2829783,Illinois
Humphreys County,36.018558,-87.7721645,Tennessee
Fremont County,38.4692006,-105.4328622,Colorado
Somervell County,32.2275813,-97.7724138,Texas
Cidra Municipio,18.1757164,-66.1609235,Puerto Rico
Montcalm County,43.3055418,-85.112198,Michigan
Stephens County,34.4858287,-97.8636045,Oklahoma
Wetzel County,39.6092584,-80.6503396,Virginia
Carroll County,40.5802239,-86.5693296,Indiana
Wayne County,42.1941294,-97.169623,Nebraska
Aleutian Islands,54.7208948,-164.040866211618,Alaska
Floyd County,37.5473459,-82.7645621,Kentucky
Lavaca County,29.3703333,-96.9334531,Texas
Pike County,39.6108707,-90.8538306,Illinois
Grant County,37.553026,-101.3067042,Kansas
Holmes County,30.8918676,-85.8138207,Florida
Lemhi County,44.9321886,-113.852998,Idaho
Brantley County,31.1928547,-81.9943569,Georgia
Russell County,36.9251814,-82.1147841,Virginia
Canadian County,35.5438102,-98.0031532,Oklahoma
Sheridan County,47.5321614,-100.367913,North Dakota
Socorro County,33.9904719,-106.9220832,New Mexico
Ohio County,37.4757698,-86.8560639,Kentucky
Spink County,44.9438314,-98.3730958,South Dakota
Newport News city,37.0914429,-76.5213892,Virginia
Clay County,33.6856157,-98.2123296,Texas
Galveston County,29.2973716,-94.9181307158989,Texas
Mills County,31.4861082,-98.5527272,Texas
Mineral County,37.6584133,-106.9311267,Colorado
Hopewell city,37.280149,-77.2948783,Virginia
Hudson County,40.7381635,-74.0550731,New Jersey
Lincoln County,35.1711024,-86.5783704,Tennessee
Chippewa County,46.3111149,-84.6428564,Michigan
Ste. Genevieve County,37.88958,-90.1856637,Missouri
Schoharie County,42.5757217,-74.4390277,New York
Braxton County,38.699643,-80.7012614,Virginia
San Joaquin County,37.9372901,-121.2773719,California
Polk County,45.4318573,-92.407472,Wisconsin
Phillips County,40.5888329,-102.3701723,Colorado
Macoupin County,39.2420653,-89.925212,Illinois
Pipestone County (old),44.0270012,-96.2566582,Minnesota
Scott County,34.8469384,-94.0431714,Arkansas
Warren County,40.8602222,-74.9720493,New Jersey
Charlevoix County,45.202075,-84.9676387,Michigan
Albany County,41.6684047,-105.6812633,Wyoming
Lawrence County,44.3501591,-103.8248538,Dakota
Carroll County,42.0647352,-89.9556785,Illinois
New Hanover County,34.2751052,-77.8818627,North Carolina
Creek Nation,45.3130523,-75.2296621,Indian
Trempealeau County,44.2782406,-91.3828806,Wisconsin
Obion County,36.3556031,-89.1748819,Tennessee
Morris County,38.6908906,-96.6707526,Kansas
Coshocton County,40.2905684,-81.9271441,Ohio
Otero County,32.5059533,-105.8063662,New Mexico
Contra Costa County,37.9034806,-121.9175345,California
Sanford County,31.2982254,-86.3891217,Alabama
Butler County,37.240158,-86.673921,Kentucky
Clearwater County,46.7108188,-115.658248,Idaho
Angoon,57.5033333,-134.5838889,Alaska
Meigs County,39.1099292,-82.0420769,Ohio
Solano County,38.2218938,-121.9163555,California
Gem County,44.0123019,-116.3846609,Idaho
Vieques Municipio,18.149289,-65.441291,Puerto Rico
Dade County,37.4323036,-93.8406302,Missouri
Franklin County,42.5896205,-72.6110645,Massachusetts
Houston County,32.4659752,-83.631394,Georgia
Monroe County,38.2722313,-90.1792484,Illinois
Greeley County,38.4570355,-101.8185007,Kansas
Marion County,34.0572007,-79.3987578,South Carolina
Coryell County,31.3689333,-97.8184077,Texas
Henderson County,35.6418311,-88.3949437,Tennessee
Weber County,41.2728039,-111.8860648,Utah
Dickson County,36.1459327,-87.3480592,Tennessee
Prairie County,46.8103971,-105.3390398,Montana
Kidder County,46.9636218,-99.7952675,North Dakota
Allegheny County,40.4597204,-79.9760405,Pennsylvania
Gosper County,40.5145053,-99.8185651,Nebraska
Steuben County,41.6414101,-85.0023642,Indiana
Orange County,33.7500378,-117.8704931,California
Minnehaha County,43.6680284,-96.7837626,South Dakota
Lipscomb County,36.2695629,-100.2711772,Texas
Perry County,35.6337989,-87.8498777,Tennessee
Karnes County,28.8791858,-97.9062893,Texas
Sullivan County,36.4966673,-82.286903,Tennessee
Dickey County,46.0952757,-98.5322728,North Dakota
Treasure County,46.1833795,-107.2625484,Montana
Richland County,46.2247251,-96.9470748,Dakota
Big Horn County,45.4608548,-107.5152896,Montana
Cumberland County,35.953805,-84.9748195,Tennessee
Lake County,28.7006859,-81.78994,Florida
Otoe County,40.665426,-96.030978,Kansas
Penobscot County,45.2930166,-68.5957766,Maine
Santa Cruz County,37.050096,-121.9905908,California
Alamance County,36.04546745,-79.3987080946748,North Carolina
Covington County,31.196549,-86.4597236,Alabama
Yukon-Koyukuk Census Area,65.2266005,-153.547228715987,Alaska
Dunklin County,36.2156534,-90.0591292,Missouri
Pitkin County,39.2037774,-106.8695332,Colorado
Johnson County,41.7307913,-91.721495,Iowa
Van Wert County,40.8014651,-84.600988,Ohio
Boise County,43.9873519,-115.7390188,Idaho
Marion County,44.8964425,-122.7203248,Oregon
Niihau County,21.8922167,-160.151642156108,Hawaii
Richland County,47.8314138,-104.559421,Montana
Pierce County,47.0022547,-122.2117983,Washington
Marshall County,35.4814932,-86.7711675,Tennessee
Borden County,32.6879416,-101.425711,Texas
Ziebach County,44.9241074,-101.7110445,South Dakota
Adjuntas Municipio,18.1625596,-66.7231363,Puerto Rico
Franklin County,34.3678642,-83.2156575,Georgia
Craig County,37.4760225,-80.1990826,Virginia
Princess Anne County,36.7515388,-76.0529875,Virginia
Okfuskee County,35.4655548,-96.3102089,Oklahoma
Grant County,36.7888817,-97.7824914,Oklahoma
Wise County,33.2139213,-97.6563925,Texas
Dukes County,41.3926378,-70.642011,Massachusetts
Iron County,37.575509,-90.6953467,Missouri
Lincoln Parish,32.598162,-92.6792848,Louisiana
Anderson County,31.7819242,-95.6258199,Texas
Russell County,38.8970508,-98.7980433,Kansas
Crawford County,35.5803044,-94.2684622,Arkansas
San Jacinto County,30.5083577,-95.1902362,Texas
McIntosh County,31.4979689,-81.3921575,Georgia
Carroll County,36.7365816,-80.7439791,Virginia
Treutlen County,32.396098,-82.5666186,Georgia
Union County,33.1637366,-92.6171029,Arkansas
White County,35.9245897,-85.4630947,Tennessee
Liberty County,30.2506943,-84.8955989,Florida
Abbeville County,34.2264946,-82.4364036,South Carolina
Elbert County,39.3138822,-104.0868973,Colorado
Winston County,34.1328863,-87.361354,Alabama
Riverside County,33.7219991,-116.0372472,California
San Juan County,37.7633081,-107.6495508,Colorado
Cabell County,38.4200892,-82.2316907,Virginia
Cedar County,41.7608608,-91.1263198,Iowa
Coweta County,33.3500656,-84.7545734,Georgia
Cheatham County,36.2444954,-87.0967857,Tennessee
Winn Parish,31.947293,-92.6401816,Louisiana
Genesee County,43.0220032,-83.7274305,Michigan
Norfolk County,36.8462923,-76.2929252,Virginia
Tipton County,35.499348,-89.7487432,Tennessee
Elliott County,38.1178636,-83.0656398,Kentucky
Yalobusha County,34.0213455,-89.6991703,Mississippi
Avoyelles Parish,31.0471604,-92.0019698,Louisiana
Okanogan County,48.361262,-119.5833869,Washington
Burleigh County,46.9498874,-100.5127667,Dakota
Smith County,39.796749,-98.7935393,Kansas
Clinton County,38.5896187,-89.420064,Illinois
Putnam County,41.0677672,-84.1686932,Ohio
Fayette County (1790),38.0331608,-81.0722238,Virginia
Preston County,39.46351965,-79.6902758040791,Virginia
King William County,37.6940722,-77.0690284,Virginia
Calhoun County,42.2461339,-85.0229223,Michigan
Humacao Municipio,18.1501953,-65.826731,Puerto Rico
Marion County,38.3734544,-97.1305937,Kansas
Harmon County,34.7486602,-99.8358205,Oklahoma
Rapides Parish,31.2976483,-92.5101079,Orleans
Delano County,44.832876,-93.020563,Dakota
Grenada County,33.772401,-89.7674875,Mississippi
Murray County,44.017855,-95.7615205,Minnesota
Clay County,42.9190617,-96.9712933,South Dakota
San Luis Obispo County,35.3540209,-120.3757163,California
West Feliciana Parish,30.8842729,-91.4016657,Louisiana
Clearwater County,47.5643825,-95.3747844,Minnesota
Anderson County,36.1063226,-84.1849939,Tennessee
Cleveland County,35.330702,-81.5507523,North Carolina
King George County,38.2786312,-77.175356,Virginia
Sampson County,35.0078434,-78.3609662,North Carolina
Schenectady County,42.831851,-74.0445387688218,New York
Franklin County,35.1680139,-86.1084401,Tennessee
Scott County,39.6333408,-90.4753685,Illinois
Brooke County,40.2729451,-80.5699497,West Virginia
Hamilton County,43.6307863,-74.4659275,Northwest
DeSoto County,34.8703284,-89.9778704,Mississippi
Caswell County,36.4035101,-79.3357315,North Carolina
Benewah County,47.2162961,-116.6654616,Idaho
Pierce County,44.7186568,-92.3786114,Wisconsin
Brevard County,28.2446658,-80.728624,Florida
Martinsville city,36.6912484,-79.8502157,Virginia
Delaware County,39.9194117,-75.4001639,Pennsylvania
Trinity County,31.0834452,-95.1219348,Texas
Creek County,35.8830723,-96.3835476,Oklahoma
Pepin County,44.6351571,-92.0101928,Wisconsin
Meade County,37.2091116,-100.396302,Kansas
Knox County,33.5871385,-99.7073621,Texas
Chouteau County,47.8835499,-110.367651,Montana
Greenbrier County,37.961175,-80.450934,West Virginia
Henry County,39.9297608,-85.4043542,Indiana
Scurry County,32.7225172,-100.9052015,Texas
Manassas Park city,38.77090695,-77.4363014608697,Virginia
Dearborn County,39.1340338,-84.9820997,Indiana
Independence County,35.718344,-91.55326,Arkansas
Jones County,32.7135946,-99.8606106,Texas
Eureka County,39.9497613,-116.2884505,Nevada
Bowman County (old),46.1010498,-103.5086625,North Dakota
Ottawa County,36.8223646,-94.8186091,Oklahoma
Caddo County,35.131317,-98.3797949,Oklahoma
Morgan County,41.0784068,-111.6509149,Utah
Hunter County,39.2341752,-98.397283,Kansas
Santa Clara County,37.2333253,-121.6846349,California
Lynchburg city,37.40088,-79.1844923945909,Virginia
Jackson County,34.5976018,-99.4370196,Oklahoma
Randolph County (old),31.7620266,-84.7468429,Georgia
Escambia County,30.6625885,-87.3451089,Florida
Chickasaw County,33.9137474,-88.9357382,Mississippi
Ward County,31.5007583,-103.0781186,Texas
Tunica County,34.6399136,-90.3623833,Mississippi
Waynesboro city,38.0709693,-78.8740901,Virginia
Harrison County,39.2820223,-80.3789878,West Virginia
Stevens County,45.5837016,-95.9946194,Minnesota
Franklin County,44.916814,-70.4395797,Maine
Lake County,43.9699997,-85.7884997,Michigan
Cumberland County,43.909653,-69.961877,Massachusetts
Dewey County,35.9795036,-98.9816579,Oklahoma
Rutland County,43.5299763,-73.0347131,Vermont
Upshur County,38.8957981,-80.2461453,Virginia
Vigo County,39.4174652,-87.3974269,Indiana
Harding County,45.5509163,-103.4791412,South Dakota
New York County,40.7810178,-73.959299675,New York
Rusk County,45.4589749,-91.1240967,Wisconsin
Fentress County,36.3639975,-84.9303411,Tennessee
Huron County,41.1305303,-82.591828,Ohio
Colonial Heights city,37.2659454,-77.3990079168171,Virginia
Yazoo County,32.7709321,-90.4120889,Mississippi
Berkeley County,39.4535243,-78.0395522,West Virginia
Reno County,37.930344,-98.1055753,Kansas
Archer County,33.5816594,-98.7044869,Texas
Emanuel County,32.6078163,-82.2922815,Georgia
Frederick County,39.4608481,-77.4118135,Maryland
Clark County,36.3467726,-115.0907378,Nevada
Modoc Indian Reservation,40.0453238,-85.1263542,Indian
Rockland County,41.1519319,-74.0357266,New York
Etowah County,34.0371404,-86.022147,Alabama
Oneida County,43.2144051,-75.4039155,New York
Adams County,40.7371667,-84.9347295,Indiana
Mineral County,38.4815162,-118.498262,Nevada
Effingham County,32.3419626,-81.338687,Georgia
Staunton city,38.1495947,-79.072557,Virginia
Jackson County,34.7692447,-85.9867941,Alabama
Dickenson County,37.1226368,-82.359691,Virginia
Crow Wing County,46.4665237,-94.1017044,Minnesota
Gallatin County,37.7509507,-88.2264519,Illinois
Troup County,33.0237625,-85.0254022,Georgia
Owen County,38.5303187,-84.819254,Kentucky
Presho County,43.909712,-100.058734,Dakota
Dundy County,40.1849874,-101.6959427,Nebraska
Juneau County,43.9532381,-90.1218405,Wisconsin
Granite County,46.3944149,-113.4687025,Montana
Fayette County,39.921022,-79.6663803,Pennsylvania
Summit County,40.8320852,-111.1233396,Utah
Hillsborough County,27.9184543,-82.3488057,Florida
Cass County,46.9241972,-97.220631,Dakota
San Mateo County,37.496904,-122.3330573,California
Bleckley County,32.4305311,-83.3311795,Georgia
Tallahatchie County,33.9414425,-90.1577411,Mississippi
Posey County,38.0145359,-87.8543645,Indiana
Mercer County,37.4071873,-81.1107194,West Virginia
Clay County,39.3187409,-94.4046405,Missouri
Washington County,32.9619979,-82.7748026,Georgia
Grayson County,33.5636114,-96.6702111,Texas
Alameda County,37.6090291,-121.899142,California
Union County,34.8180274,-83.9903969,Georgia
Marion County,38.6477381,-88.9232112,Illinois
Pinal County,32.8085851,-111.4426212,Arizona
Nance County,41.3947359,-98.002421,Nebraska
Monroe County,41.0400423,-75.3249475,Pennsylvania
Luce County,46.4824144,-85.5556156,Michigan
Newberry County,34.3266879,-81.5830086,South Carolina
Daviess County,38.6776099,-87.0813484,Indiana
Cass County,41.9090169,-85.9970051,Michigan
Clark County,45.6932343,-122.5842134,Washington
St. Francois County,37.7763775,-90.5089041,Missouri
Fulton County,41.6045817,-84.1141048,Ohio
Gove County,38.9030073,-100.5073968,Kansas
Roosevelt County,33.972525,-103.4933903,New Mexico
Chowan County,36.0768949,-76.629641,North Carolina
Harris County,32.7251788,-84.9104641,Georgia
Swain County,35.45819,-83.466275,North Carolina
Yellowstone County,45.9645464,-108.276076,Montana
DeWitt County,29.0931328,-97.3158457,Texas
Freeborn County,43.6763617,-93.3501681,Minnesota
Beaufort County,35.3598135,-76.6528000233584,North Carolina
Dent County,37.6211924,-91.5167381,Missouri
Assumption Parish,29.9185432,-91.0533996,Louisiana
Elbert County,34.1194318,-82.8408412,Georgia
Stanton County,37.5691072,-101.7935648,Kansas
Jeff Davis County,31.774687,-82.6800732,Georgia
McKenzie County,47.7702536,-103.4734684,North Dakota
Florence County,33.986694,-79.6644927,South Carolina
Okaloosa County,30.6765961,-86.6037748,Florida
Brookings County,44.3763598,-96.7925213,Dakota
Ashley County,33.1742582,-91.7295595,Arkansas
Miller County,33.2766729,-93.9214795,Arkansas
Bear Lake County,42.2172123,-111.3198808,Idaho
Randolph County,38.8085998,-79.872531,Virginia
Taylor County,37.3396409,-85.3096607,Kentucky
Buford County,47.998632,-103.991321,North Dakota
Judith Basin County,47.0159821,-110.2261158,Montana
Northumberland County,37.9314992,-76.4836686,Virginia
Irwin County,31.5730108,-83.2624513,Georgia
Isanti County,45.5355919,-93.2868693,Minnesota
Pulaski County,41.031393,-86.6990692,Indiana
Dickinson County,43.3753018,-95.1654279,Iowa
Jay County,40.4370864,-85.0212356,Indiana
Perry County,38.0893386,-86.632911,Indiana
Sterling County,31.8151416,-101.0452671,Texas
Hocking County,39.4644491,-82.5469722,Ohio
Hancock County,36.5219631,-83.2459271,Tennessee
Honolulu County,21.468151,-157.960511,Hawaii
Harper County,37.1922068,-98.0835849,Kansas
DuPage County,41.8603735,-88.0906873,Illinois
Morgan County,33.5793193,-83.5051522,Georgia
Scott County,32.3805744,-89.5092509,Mississippi
Pulaski County,37.0580572,-80.7297289,Virginia
Camden County,36.3106247,-76.1150606,North Carolina
Clarke County,32.0396256,-88.7003965,Mississippi
Ochiltree County,36.2559217,-100.8138152,Texas
Boyle County,37.6240938,-84.8540572,Kentucky
Whitman County,46.9428831,-117.5286172,Washington
Fulton County,36.3783981,-91.8110982,Arkansas
Polk County,44.879673,-123.4599594,Oregon
Hanson County,43.6615541,-97.7945361,Dakota
Rabun County,34.8796123,-83.4251357,Georgia
Buffalo County,44.0646363,-99.1707339,South Dakota
Rapides Parish,31.1719886,-92.5526386,Louisiana
Blaine County,35.8970899,-98.4225961,Oklahoma
Overton County,36.3396292,-85.286641,Tennessee
Aguadilla Municipio,18.4274359,-67.1541343,Puerto Rico
Banks County,34.3378598,-83.4970026,Georgia
Shelby County,38.2215625,-85.2111267,Kentucky
Shelby County,41.668243,-95.3163623,Iowa
Garden County,41.6440533,-102.3392806,Nebraska
Lac Qui Parle County (old),44.986426,-96.2024907,Minnesota
Slope County,46.4464651,-103.4507022,North Dakota
Lee County,32.5814796,-85.3077038,Alabama
Union County,36.2979687,-83.8451468,Tennessee
Shackelford County,32.7088752,-99.3307616,Texas
Montour County,41.0289528,-76.6615816,Pennsylvania
Shelby County,35.1782557,-89.8739775,Tennessee
Daviess County,39.9587505,-93.9962662,Missouri
Jackson County,42.448296,-96.5655308,Nebraska
San Augustine County,31.3970365,-94.1751389,Texas
St Louis County,38.6398744,-90.5188127750124,Missouri
La Point County,44.4308975,-89.6884637,Wisconsin
Frederick County,39.2127031,-78.279166,Virginia
Butte County,44.9121731,-103.5267067,South Dakota
Foard County,33.9502317,-99.7310158,Texas
Armstrong County,34.9295608,-101.3449139,Texas
Hardin County,37.6645815,-85.9634901,Kentucky
Pembina County,48.7530787,-97.5532833,Dakota
McKinley County,35.6438394,-108.1515609,New Mexico
Pottawattamie County,41.3115686,-95.5331269,Iowa
Hand County,44.5405047,-99.0053027,South Dakota
Cotaco County,34.514246,-86.946811,Alabama
Newton County,36.9070237,-94.3424195,Missouri
Mercer County (1790),37.4071873,-81.1107194,Virginia
Knox County,40.920889,-90.2202325,Illinois
Cass County,39.9682127,-90.250722,Illinois
Monterey County,36.2231079,-121.3877428,California
Grant County,45.9358795,-96.0272071,Minnesota
Mason County,30.705029,-99.2233284,Texas
Hancock County,37.8189002,-86.7532261,Kentucky
Chariton County,39.5372927,-92.9524728,Missouri
Blackford County,40.4692826,-85.3305529,Indiana
Iowa County,41.5656217,-90.6261373,Michigan
Lamar County,33.7490016,-88.1003689,Alabama
Wheeler County,32.112996,-82.7567324,Georgia
Nacogdoches County,31.5970503,-94.5927451,Texas
St Croix County,45.0312388,-92.4679305,Wisconsin
Iowa County,42.9732457,-90.1334393,Wisconsin
Lincoln County,42.1765551,-110.7208048,Wyoming
Lewis County,38.5192128,-83.3400338,Kentucky
Smyth County,36.8361654,-81.5298828,Virginia
Laclede County,37.6475206,-92.6324187,Missouri
Valley County,48.3564433,-106.615665,Montana
Kodiak Island Borough,57.5433765,-153.3574124,Alaska
Waller County,29.9443902,-95.9955885,Texas
Wyoming County,37.5969073,-81.5364932,Virginia
Baxter County,36.2820691,-92.3445222,Arkansas
Pender County,34.5294394,-77.8959525,North Carolina
Dickinson County,45.9874631,-87.8864905,Michigan
Dallas County,37.6832712,-93.0219376,Missouri
Essex County,42.629142,-70.8664947,Massachusetts
Richmond County,37.9476108,-76.7161921,Virginia
Vermilion Parish,29.8411106,-92.3501175,Louisiana
Jasper County,41.0321808,-87.1066598,Indiana
East Carroll Parish,32.6949938,-91.2605142,Louisiana
Hand County,44.5405047,-99.0053027,Dakota
Ontonagon County,46.6471877,-89.3293792,Michigan
Vermilion County,40.1749809,-87.7323857,Illinois
Newaygo County,43.5121225,-85.7944976,Michigan
Emmons County,46.2575403,-100.2574942,North Dakota
Teton County,47.8455676,-112.2566035,Montana
Finney County,38.0452481,-100.8199963,Kansas
Kankakee County,41.1253903,-87.848682,Illinois
Rio Grande County,37.5668223,-106.3832155,Colorado
Cheyenne County,39.7955799,-101.7575491,Kansas
Palm Beach County,26.6279798,-80.4494174,Florida
Hanover County,37.744783,-77.4464165,Virginia
Lander County,39.9059878,-116.9843374,Nevada
Hall County,40.8627335,-98.5122907,Nebraska
Power County,42.6769078,-112.8869775,Idaho
Summit County,39.6070951,-106.0636654,Colorado
Ware County,31.1727229,-82.4829338,Georgia
Montgomery County,40.0361447,-86.9007083,Indiana
Catron County,33.9026943,-108.3800825,New Mexico
Colleton County,32.8620726,-80.677114,South Carolina
Tuscaloosa County,33.2668398,-87.4862182,Alabama
Pasco County,28.2996183,-82.4522702,Florida
Chelan County,47.8012197,-120.6276904,Washington
Van Buren County,40.749202,-91.9689529,Iowa
St. Charles County,38.783029,-90.4822662,Missouri
Chippewa County,45.027661,-95.5314914,Minnesota
Church County,47.6201461,-100.540737,North Dakota
Monroe County,35.4397238,-84.239964,Tennessee
Dane County,43.0709273,-89.4322174,Wisconsin
Cook County,41.8197385,-87.756525,Illinois
Corson County,45.7135207,-101.1797766,South Dakota
Cameron Parish,29.888055,-93.1843025,Louisiana
Lewis and Clark County,47.2117026,-112.4768049,Montana
Van Buren County,35.6793776,-85.4450289,Tennessee
Holt County,40.0989571,-95.2134565,Missouri
Barron County,45.423557,-91.8454099,Wisconsin
Hood County,32.4107555,-97.828282,Texas
Richland County,43.3662526,-90.4557081,Wisconsin
Bailey County,34.0349194,-102.8149372,Texas
Providence County,41.8677428,-71.5814834,Rhode Island
Cochise County,31.8514532,-109.8181858,Arizona
Roberts County,45.6000291,-97.0000238,South Dakota
Cheyenne County,41.1497615,-102.9920788,Dakota
Bollinger County,37.3310468,-90.0296175,Missouri
Noble County,39.7517148,-81.4957347,Ohio
Breckinridge County,37.7406389,-86.4109353,Kentucky
Bond County,38.8630331,-89.4391416,Illinois
Eastland County,32.2978594,-98.8630896,Texas
Coke County,31.8695226,-100.5474369,Texas
Fairfield County,39.7886111,-82.6418883,Ohio
Yellow Medicine County,44.7198536,-95.8533555,Minnesota
Adams County,44.8677448,-116.4572399,Idaho
Roane County,35.84857,-84.5225522,Tennessee
Brown County,39.9498214,-90.7485656,Illinois
Multnomah County,45.5093799,-122.4006413,Oregon
Montmorency County,45.0192008,-84.1322903,Michigan
Florence County,45.8379973,-88.3902943,Wisconsin
Jackson County,30.4899024,-88.6486325,Mississippi
Laurel County,37.1000973,-84.1148273,Kentucky
Bienville Parish,32.3231432,-93.0761115,Louisiana
Ada County,43.4136539,-116.2367421,Idaho
Boyd County,38.3608934,-82.6945926,Kentucky
Morton County,37.1960735,-101.8099541,Kansas
Hickory County,37.959055,-93.3334746,Missouri
Carroll County,39.5685399,-77.026707,Maryland
Kanabec County,45.8979481,-93.2901944,Minnesota
Westmoreland County,38.1153203,-76.7567355,Virginia
Kershaw County,34.3334398,-80.5669895,South Carolina
St Louis County,30.8054726,-92.1745678,Louisiana
Muscatine County,41.4776121,-91.1210053,Iowa
Charles Mix County,43.2257871,-98.6162758,South Dakota
Hood River County,45.5311636,-121.6475587,Oregon
Jefferson County,34.2711667,-91.9248307,Arkansas
Calcasieu Parish,30.2232015,-93.3434067,Louisiana
Livingston County,42.5924563,-83.9147925,Michigan
Cole County,38.5189519,-92.2956433,Missouri
Loudoun County,39.0984586,-77.6705008,Virginia
Hays County,30.0447901,-98.0393127,Texas
Butler County,41.2142454,-97.1384119,Nebraska
Oxford County,44.4694529,-70.7782375,Maine
Zapata County,26.9879626,-99.1673556,Texas
Isabela Municipio,18.5008172,-67.024343,Puerto Rico
Grant Parish,31.5748918,-92.5730029,Louisiana
O'Brien County,43.0755779,-95.6277063,Iowa
Cuyahoga County,41.4301347,-81.6905558,Ohio
Curry County,34.5220133,-103.3099435,New Mexico
Marion County,40.5885271,-83.1895249,Ohio
Nelson County,37.8078463,-85.4741595,Kentucky
Waldo County,44.4870161,-69.1365185,Maine
Christian County,36.9586087,-93.1692896,Missouri
Greene County,31.2049136,-88.6429687,Mississippi
Beaver County,36.7621116,-100.4904955,Oklahoma
Harvey County,38.0352315,-97.4486267,Kansas
Yadkin County,36.1497114,-80.67623,North Carolina
Iron County,37.8546136,-113.2867347,Utah
Phillips County,34.4427373,-90.8331287,Arkansas
Sevier County,38.7312956,-111.7866483,Utah
McCook County,43.6719795,-97.37153,Dakota
McNairy County,35.1663375,-88.5766172,Tennessee
Lincoln County,31.4885409,-90.4480916,Mississippi
Orleans Parish,29.9499323,-90.0701156,Orleans
Flathead County,48.3840879,-113.972144,Montana
Harrison County,32.5233959,-94.3982158,Texas
Morgan County,39.4665575,-86.4556794,Indiana
Kosciusko County,41.2351957,-85.8529731,Indiana
Lincoln County,38.9208296,-103.4885462,Colorado
Vanderburgh County,38.0461185,-87.5806553,Indiana
Lewis County,46.5612011,-122.4225561,Washington
King County,33.588178,-100.2178972,Texas
Buena Vista city,37.7369857,-79.3545676,Virginia
Asotin County,46.1678079,-117.2045179,Washington
St Francis County,35.0153956,-90.7263194,Arkansas
Bronx County,40.85048545,-73.8404035580209,New York
Johnson County,37.8397984,-82.8159642,Kentucky
Allegan County,42.5867203,-85.8861492,Michigan
Denali Borough,63.878678,-149.650166,Alaska
Edwards County,38.410254,-88.0584362,Illinois
Dewey County,45.1788983,-100.8592127,South Dakota
Buchel County,29.1588625,-97.2913784,Texas
Calhoun County,33.5556787,-92.5143633,Arkansas
Caribou County,42.780196,-111.6052607,Idaho
Larue County,37.5257936,-85.7027413,Kentucky
Perry County,39.6370289,-82.2044367,Ohio
Gray County,37.7221896,-100.4373907,Kansas
Stillwater County,45.6540259,-109.3579352,Montana
Jasper County,37.176515,-94.3103412,Missouri
Hamilton County,39.2085354,-84.5501874,Ohio
Guaynabo Municipio,18.3581491,-66.1116969,Puerto Rico
Barranquitas Municipio,18.1858457,-66.3065562,Puerto Rico
Maverick County,28.792861,-100.3110817,Texas
Cassia County,42.2219306,-113.5777087,Idaho
Cass County,33.0560857,-94.3510366,Texas
Juncos Municipio,18.2280547,-65.9212251,Puerto Rico
Kiowa County,37.5529578,-99.296556,Kansas
Payette County,44.0374651,-116.7651123,Idaho
Pickens County,33.2948421,-88.1244034,Alabama
Pulaski County,32.2330518,-83.4674404,Georgia
Morgan County,39.5455257,-78.2592246,Virginia
Mason County,40.2302271,-89.8660433,Illinois
Hopkins County,33.1368252,-95.5656578,Texas
Wagoner County,35.9542216,-95.5636238,Oklahoma
Heard County,33.2786225,-85.113782,Georgia
Washington County,44.3986887,-116.7400859,Idaho
Clay County,36.3609902,-90.4087659,Arkansas
Potter County,45.0764805,-99.9607952,South Dakota
Dakota County,44.666655,-93.044911,Minnesota
Chilton County,32.8522565,-86.7032845,Alabama
Brown County,45.5832968,-98.3674786,Dakota
Wayne County,38.1270685,-82.4289201,West Virginia
Benton County,42.0599693,-92.0776319,Iowa
Marshall County,41.322843,-86.2809625,Indiana
Sullivan County,41.4402556,-76.5117017,Pennsylvania
Johnston County,34.31888,-96.6752298,Oklahoma
Wayne County,35.2499093,-87.8084373,Tennessee
Lincoln County,35.4866424,-81.2062724,North Carolina
Fort Bend County,29.511218,-95.7807348,Texas
Cass County,41.3122834,-94.9215151,Iowa
Merrick County,41.1650536,-98.0531937,Nebraska
Lee County,35.4691746,-79.1547643,North Carolina
Montgomery County,39.2052633,-89.5057126,Illinois
Mercer County,47.3347663,-101.8650031,Dakota
Fayette County,39.619235,-85.179378,Indiana
Columbia County,41.0389186,-76.4191791,Pennsylvania
Idaho County,45.7680684,-115.5160723,Idaho
Marion County,39.5128606,-80.2258567,Virginia
Musselshell County,46.4728903,-108.4473635,Montana
Coles County,39.5266741,-88.2184999,Illinois
Bristol County,41.7425538,-71.0856545,Massachusetts
Bastrop County,30.0900753,-97.3127179,Texas
White Earth Indian Reservation,47.23099085,-95.7455670370056,Minnesota
Nome Census Area,65.0031061,-163.0930151,Alaska
Tolland County,41.818446,-72.3562252,Connecticut
Dutchess County,41.7194303,-73.7516205,New York
